"Title","Publish Year","Authors","Rating","Image Uri","Amazon Uri","Content Uri","Content Type","Category Group Name","Category Name","Reflection"
"Pro Silverlight 5 in C# (Expert's Voice in Silverlight)","2012","Matthew MacDonald","0.00","http://ecx.images-amazon.com/images/I/51xuwK-B43L._SX376_BO1,204,203,200_.jpg","http://www.amazon.com/Pro-Silverlight-Experts-Voice/dp/1430234792/ref=sr_1_1?s=books&ie=UTF8&qid=1457256378&sr=1-1&keywords=Silverlight+5+Matthew+MacDonald","","","Software Engineering","Developing Apps",""
"Pro WPF 4.5 in C#: Windows Presentation Foundation in .NET 4.5 ","2012","Matthew MacDonald","0.00","http://ecx.images-amazon.com/images/I/51cVh%2BlwoFL._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/Pro-WPF-4-5-Presentation-Foundation/dp/1430243651/ref=sr_1_1?s=books&ie=UTF8&qid=1457256530&sr=1-1&keywords=Pro+WPF+in+C%23++Matthew+MacDonald","","","Software Engineering","Developing Apps",""
"Pro ASP.NET MVC 4","2012","Adam Freeman, Steven Sanderson ","0.00","http://ecx.images-amazon.com/images/I/51ib79T0M2L._SX402_BO1,204,203,200_.jpg","http://www.amazon.com/Pro-ASP-NET-MVC-Adam-Freeman/dp/1430242361/ref=sr_1_1?s=books&ie=UTF8&qid=1457243892&sr=1-1&keywords=Pro+Asp.Net+MVC3+Framework+-+by+Steven+Sanderson+%2C+Adam+Freeman","","","Software Engineering","Developing Apps",""
"HTML5 for Masterminds","2012","J D Gauchat ","0.00","http://ecx.images-amazon.com/images/I/51LTQA%2BTYUL._SX348_BO1,204,203,200_.jpg","http://www.amazon.com/HTML5-Masterminds-2nd-revolutionary-applications/dp/1481138502/ref=sr_1_fkmr0_2?s=books&ie=UTF8&qid=1457243749&sr=1-2-fkmr0&keywords=HTML5+for+Master+Minds+-+J.D+Gauchat","","","Software Engineering","Developing Apps",""
"Hacking Web Apps: Detecting and Preventing Web Application Security Problems","2012","Mike Shema","0.00","http://ecx.images-amazon.com/images/I/41M8GX971gL._SX403_BO1,204,203,200_.jpg","http://www.amazon.com/Hacking-Web-Apps-Preventing-Application/dp/159749951X/ref=sr_1_fkmr0_1?s=books&ie=UTF8&qid=1457185116&sr=1-1-fkmr0&keywords=Hack+Notes+Web+Security+Reference+-+Mike+Shema","","","Software Engineering","Developing Apps",""
"Entity Framework 4.1: Expert's Cookbook","2012","Devlin Liles, Tim Rayburn","0.00","http://ecx.images-amazon.com/images/I/51d177U6EhL._SX403_BO1,204,203,200_.jpg","http://www.amazon.com/Entity-Framework-4-1-Experts-Cookbook/dp/1849684464/ref=sr_1_1?s=books&ie=UTF8&qid=1457244333&sr=1-1&keywords=Entity+Framework+4.1+Expert%27s+Cookbook+-+Devlin+Lile","","","Software Engineering","Developing Apps",""
"Introducing .NET 4.5 (Expert's Voice in .NET) ","2012","Alex Mackey, William Stewart Tulloch  , Mahesh Krishnan  ","0.00","http://ecx.images-amazon.com/images/I/51Yj%2BzlxrnL._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/Introducing-NET-4-5-Experts-Voice/dp/1430243325/ref=sr_1_1?s=books&ie=UTF8&qid=1457244377&sr=1-1&keywords=Introducing+.NET4.5+-+Alex+Mackey","","","Software Engineering","Developing Apps",""
"WCF 4.5 Multi-Layer Services Development with Entity Framework","2012","Liu Mike","0.00","http://ecx.images-amazon.com/images/I/51Ee4zXT%2BNL._SX384_BO1,204,203,200_.jpg","http://www.amazon.com/Multi-Layer-Services-Development-Entity-Framework/dp/1849687668/ref=sr_1_1?s=books&ie=UTF8&qid=1457244425&sr=1-1&keywords=WCF+4.5+Multi+layer+Services+Development+with+Entity+Framework+-+Mike+Liu+-","","","Software Engineering","Developing Apps",""
"Async JavaScript: Build More Responsive Apps with Less Code (Pragmatic Express)","2012","Trevor Burnham","0.00","http://ecx.images-amazon.com/images/I/51xXl38hU4L._SX415_BO1,204,203,200_.jpg","http://www.amazon.com/Async-JavaScript-Responsive-Pragmatic-Express/dp/1937785270/ref=sr_1_1?s=books&ie=UTF8&qid=1457244715&sr=1-1&keywords=Async+Javascript","","","Software Engineering","Developing Apps",""
"Professional Android 4 Application Development","2012","Reto Meier","0.00","http://ecx.images-amazon.com/images/I/51Ddti0sw%2BL._SX399_BO1,204,203,200_.jpg","http://www.amazon.com/Professional-Android-4-Application-Development/dp/1118102274/ref=sr_1_1?s=books&ie=UTF8&qid=1457244835&sr=1-1&keywords=Professional+Android+for+Application+Development+-+Reto+Meier","","","Software Engineering","Developing Apps",""
"Professional HTML5 Mobile Game Development ","2012","Pascal Rettig","0.00","http://ecx.images-amazon.com/images/I/51Bd2-9tYeL._SX397_BO1,204,203,200_.jpg","http://www.amazon.com/Professional-HTML5-Mobile-Game-Development/dp/1118301323/ref=sr_1_1?s=books&ie=UTF8&qid=1457244893&sr=1-1&keywords=Professional+Html5+Mobile+Game+Development+-+Pascal+Rettig","","","Software Engineering","Developing Apps",""
"HTML5 and JavaScript Web Apps","2012","Wesley Hales ","0.00","http://ecx.images-amazon.com/images/I/514O7QMtOWL._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/HTML5-JavaScript-Apps-Wesley-Hales/dp/1449320511/ref=sr_1_1?s=books&ie=UTF8&qid=1457244959&sr=1-1&keywords=Html5++Wesley+Hales","","","Software Engineering","Developing Apps",""
"Learning JavaScript Design Patterns","2012","Addy Osmani  ","0.00","http://ecx.images-amazon.com/images/I/51H-31ivMTL._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/Learning-JavaScript-Design-Patterns-Osmani-ebook/dp/B008VJSPZE/ref=sr_1_1?s=books&ie=UTF8&qid=1457254192&sr=1-1&keywords=Learning+JavaScript+Design+Patterns+-+Addy+Osmani","","","Software Engineering","Developing Apps",""
"Metro Revealed: Building Windows 8 apps with HTML5 and JavaScript (Expert's Voice in Microsoft)","2012","Adam Freeman ","0.00","http://ecx.images-amazon.com/images/I/51B0H%2BT1juL._SX338_BO1,204,203,200_.jpg","http://www.amazon.com/Metro-Revealed-Building-JavaScript-Microsoft/dp/1430244887/ref=sr_1_1?s=books&ie=UTF8&qid=1457254243&sr=1-1&keywords=Metro+Revealed+Building+Windows8+Apps+with+HTML5+and+JavaScript","","","Software Engineering","Developing Apps",""
"Pro Windows 8 Development with HTML5 and JavaScript (Expert's Voice in Microsoft)","2012","Adam Freeman","0.00","http://ecx.images-amazon.com/images/I/51%2BEl66guzL._SX405_BO1,204,203,200_.jpg","http://www.amazon.com/Windows-Development-JavaScript-Experts-Microsoft-ebook/dp/B00ACC5YU2/ref=sr_1_1?s=books&ie=UTF8&qid=1457254549&sr=1-1&keywords=Pro+Windows+8+Development+with+HTML5+and+JavaScript+-+Adam+Freeman","","","Software Engineering","Developing Apps",""
"Professional ASP.NET MVC 4","2012","Jon Galloway, Phil Haack, Brad Wilson, K. Scott Allen ","0.00","http://ecx.images-amazon.com/images/I/5121wZGdyTL._SX258_BO1,204,203,200_.jpg","http://www.amazon.com/Professional-ASP-NET-MVC-Jon-Galloway/dp/111834846X/ref=sr_1_1?s=books&ie=UTF8&qid=1457254594&sr=1-1&keywords=Professional+Asp.Net+MVC+4+-+Jon+Galloway","","","Software Engineering","Developing Apps",""
"Programming Windows Store Apps with HTML, CSS, and JavaScript (Developer Reference)","2012","Kraig Brockschmidt","0.00","http://ecx.images-amazon.com/images/I/51WSPmWh9UL._SX408_BO1,204,203,200_.jpg","http://www.amazon.com/Programming-Windows-JavaScript-Developer-Reference-ebook/dp/B00LX6D0PM/ref=sr_1_fkmr0_1?s=books&ie=UTF8&qid=1457254689&sr=1-1-fkmr0&keywords=Programming+Windows8+Apps+Kraig+Brockschmidt","","","Software Engineering","Developing Apps",""
"Beginning Windows Phone App Development","2012","Henry Lee , Eugene Chuvyrov  ","0.00","http://ecx.images-amazon.com/images/I/51KAC4EmS9L._SX403_BO1,204,203,200_.jpg","http://www.amazon.com/Beginning-Windows-Phone-App-Development/dp/1430241349/ref=sr_1_1?s=books&ie=UTF8&qid=1457254795&sr=1-1&keywords=Beginning+Windows+Phone+App+Development+-+Henry+Lee","","","Software Engineering","Developing Apps",""
"Professional Microsoft IIS 8","2012","Kenneth Schaefer, Jeff Cochran, Scott Forsyth, Dennis Glendenning, Benjamin Perkins  ","0.00","http://ecx.images-amazon.com/images/I/51CxYbTBkqL._SX394_BO1,204,203,200_.jpg","http://www.amazon.com/Professional-Microsoft-IIS-Kenneth-Schaefer/dp/1118388046/ref=sr_1_1?s=books&ie=UTF8&qid=1457245363&sr=1-1&keywords=Professional+Microsoft+IIS8+-+Ken+Schaefer","","","Software Engineering","Developing Apps",""
"Smashing Android UI: Responsive User Interfaces and Design Patterns for Android Phones and Tablets","2012","Juhani Lehtimaki","0.00","http://ecx.images-amazon.com/images/I/51uRfpdR1HL._SX396_BO1,204,203,200_.jpg","http://www.amazon.com/Smashing-Android-UI-Responsive-Interfaces/dp/1118387287/ref=sr_1_1?s=books&ie=UTF8&qid=1457254847&sr=1-1&keywords=Smashing+Android+UI+-+Juhani+Lehtimaki","","","Software Engineering","Developing Apps",""
"Object-Oriented JavaScript","2013","Stoyan Stefanov, Kumar Chetan Sharma ","0.00","http://ecx.images-amazon.com/images/I/51mXygtdOAL._SX403_BO1,204,203,200_.jpg","http://www.amazon.com/Object-Oriented-JavaScript-2nd-Stoyan-Stefanov/dp/1849693129/ref=sr_1_1?s=books&ie=UTF8&qid=1457256903&sr=1-1&keywords=Object+Oriented+JavaScript+-+Stoyan+Stefanov","","","Software Engineering","Developing Apps",""
"Windows Phone 8 Development Internals (Developer Reference)","2013","Andrew Whitechapel, Sean McKenna ","0.00","http://ecx.images-amazon.com/images/I/41GGSkDh6BL._SX408_BO1,204,203,200_.jpg","http://www.amazon.com/Windows-Development-Internals-Developer-Reference-ebook/dp/B00JDMPL8M/ref=sr_1_1?s=books&ie=UTF8&qid=1457244761&sr=1-1&keywords=Windows+Phone8+Development+Internals+-+Andrew+Whitechapel","","","Software Engineering","Developing Apps",""
"Learning JQuery","2013","Jonathan Chaffer","0.00","http://ecx.images-amazon.com/images/I/51X5E3kwbZL._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/Learning-jQuery-Fourth-Jonathan-Chaffer/dp/178216314X/ref=sr_1_1?s=books&ie=UTF8&qid=1457186023&sr=1-1&keywords=Learning+JQuery+-+Jonathan+Chaffer","","","Software Engineering","Developing Apps",""
"Beginning jQuery","2013","Jack Franklin","0.00","http://ecx.images-amazon.com/images/I/51qhSmPRvyL._SX405_BO1,204,203,200_.jpg","http://www.amazon.com/Beginning-jQuery-Jack-Franklin/dp/1430249323/ref=sr_1_1?s=books&ie=UTF8&qid=1457254924&sr=1-1&keywords=Beginning+jQuery+-+Jack+Franklin","","","Software Engineering","Developing Apps",""
"ASP.NET MVC 4 and the Web API: Building a REST Service from Start to Finish","2013","Jamie Kurtz","0.00","http://ecx.images-amazon.com/images/I/51iIHl0WLWL._SX329_BO1,204,203,200_.jpg","http://www.amazon.com/ASP-NET-MVC-Web-API-Building/dp/1430249773/ref=sr_1_1?s=books&ie=UTF8&qid=1457254973&sr=1-1&keywords=Asp.Net+MVC4+and+the+Web+Api+-+Jamie+Kurtz","","","Software Engineering","Developing Apps",""
"ASP.NET MVC 4 Recipes: A Problem-Solution Approach (Expert's Voice in .NET)","2013","John Ciliberti","0.00","http://ecx.images-amazon.com/images/I/51-nszIpUxL._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/ASP-NET-MVC-Recipes-Problem-Solution-Approach/dp/1430247738/ref=sr_1_1?s=books&ie=UTF8&qid=1457255017&sr=1-1&keywords=Asp.Net+MVC4+Recipes+-++John+Ciliberti","","","Software Engineering","Developing Apps",""
"Pro ASP.NET Web API Security: Securing ASP.NET Web API (Expert's Voice in .NET)","2013","Badrinarayanan Lakshmiraghavan","0.00","http://ecx.images-amazon.com/images/I/519Z55IxdcL._SX405_BO1,204,203,200_.jpg","http://www.amazon.com/Pro-ASP-NET-Web-API-Security/dp/1430257822/ref=sr_1_1?s=books&ie=UTF8&qid=1457255166&sr=1-1&keywords=Pro+Asp.Net+Web+Api+Security++Badrinarayanan+Lakshmiraghavan","","","Software Engineering","Developing Apps",""
"The Definitive Guide to HTML5 WebSocket","2013","Vanessa Wang, Frank Salim, Peter Moskovits","0.00","http://ecx.images-amazon.com/images/I/5103%2BtgMAZL._SX329_BO1,204,203,200_.jpg","http://www.amazon.com/Definitive-Guide-HTML5-WebSocket/dp/1430247401/ref=sr_1_1?s=books&ie=UTF8&qid=1457245329&sr=1-1&keywords=The+Definitive+Guide+to+HTML5+WebSocket+-++Vanessa+Wang","","","Software Engineering","Developing Apps",""
"Mastering Windows 8 C++ App Development ","2013","Pavel Yosifovich","0.00","http://ecx.images-amazon.com/images/I/51Jx3lkTu-L._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/Mastering-Windows-Development-Pavel-Yosifovich/dp/1849695024/ref=sr_1_1?s=books&ie=UTF8&qid=1457245280&sr=1-1&keywords=Mastering+Windows+8+C%2B%2B+App+Development+-+Pavel+Yosifovich","","","Software Engineering","Developing Apps",""
".Net Framework 4.5 Expert Programming Cookbook","2013","A.P. Rajshekhar","0.00","http://ecx.images-amazon.com/images/I/51WVLfJkPOL._SX404_BO1,204,203,200_.jpg","http://www.amazon.com/Net-Framework-Expert-Programming-Cookbook/dp/1849687420/ref =sr_1_1?s =books&ie =UTF8&qid =1457245232&sr =1-1&keywords =.Net+Framework+4.5+Expert+Programming+Cookbook+-+A.P.+Rajshekhar","","","Software Engineering","Developing Apps",""
"Microsoft .Net Framework 4.5 Quickstart Cookbook","2013","Jose Luis Latorre Millas  ","0.00","http://ecx.images-amazon.com/images/I/51Mr2iuJ7cL._SX401_BO1,204,203,200_.jpg","http://www.amazon.com/Microsoft-Net-Framework-Quickstart-Cookbook/dp/184968698X/ref=sr_1_1?s=books&ie=UTF8&qid=1457245175&sr=1-1&keywords=Microsoft+.NET+Framework+4.5+Quickstart+Cookbook+-+Jose+Luis+Latorre+Millas","","","Software Engineering","Developing Apps",""
"Programming Windows: Writing Windows 8 Apps With C# and XAML (Developer Reference)","2013","Charles Petzold","0.00","http://ecx.images-amazon.com/images/I/51zydn5rxQL._SX409_BO1,204,203,200_.jpg","http://www.amazon.com/Programming-Windows-Writing-Developer-Reference/dp/0735671761/ref=sr_1_2?s=books&ie=UTF8&qid=1457255442&sr=1-2&keywords=+Programming+Windows++Charles+Petzold","","","Software Engineering","Developing Apps",""
"SignalR Programming in Microsoft ASP.NET","2014","Jose M. Aguilar","0.00","http://ecx.images-amazon.com/images/I/41t1uV3B0TL._SX408_BO1,204,203,200_.jpg","http://www.amazon.com/SignalR-Programming-Microsoft-Developer-Reference/dp/0735683883/ref=sr_1_1?s=books&ie=UTF8&qid=1457245120&sr=1-1&keywords=SignalR+Programming+in+Microsoft+ASP.NET","","","Software Engineering","Developing Apps",""
"JavaScript & jQuery: The Missing Manual","2014","David Sawyer McFarland  ","0.00","http://ecx.images-amazon.com/images/I/51OZ5LGSO9L._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/JavaScript-jQuery-Missing-Manual-Manuals/dp/1491947071/ref=sr_1_1?s=books&ie=UTF8&qid=1457245042&sr=1-1&keywords=Javascript+jQuery+the+Missing+Manual+-+David+Sawyer+McFarland","","","Software Engineering","Developing Apps",""
"jQuery in Action","2015","Bear Bibeault, Yehuda Katz, Aurelio De Rosa ","0.00","http://ecx.images-amazon.com/images/I/51XOg1baCBL._SX396_BO1,204,203,200_.jpg","http://www.amazon.com/jQuery-Action-Bear-Bibeault/dp/1617292079/ref=sr_1_1?s=books&ie=UTF8&qid=1457256786&sr=1-1&keywords=jQuery+in+Action+-+Bear+Bibeault","","","Software Engineering","Developing Apps",""
"CSS: The Missing Manual","2015","David Pogue","0.00","http://ecx.images-amazon.com/images/I/51f8QDlY-bL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/iPhone-Missing-Manual-David-Pogue/dp/1491917911/ref=sr_1_1?s=books&ie=UTF8&qid=1457244588&sr=1-1&keywords=iPhone+the+Missing+Manual+-+David+Pogue","","","Software Engineering","Developing Apps",""
"Secrets of the JavaScript Ninja","2016","John Resig, Bear Bibeault, Josip Maras","0.00","http://ecx.images-amazon.com/images/I/51rciGLu9FL._SX397_BO1,204,203,200_.jpg","http://www.amazon.com/Secrets-JavaScript-Ninja-John-Resig/dp/1617292850/ref=sr_1_2?s=books&ie=UTF8&qid=1457257127&sr=1-2&keywords=Secrets+of+the+JavaScript+Ninja+-+John+Resig","","","Software Engineering","Developing Apps",""
"Design Patterns: Elements of Reusable Object-Oriented Software","1995","Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides, Grady Booch","0.00","http://ecx.images-amazon.com/images/I/51szD9HC9pL._SX395_BO1,204,203,200_.jpg","http://www.amazon.com/Design-Patterns-Elements-Reusable-Object-Oriented/dp/0201633612/ref=sr_1_22?s=books&ie=UTF8&qid=1456142501&sr=1-22&keywords=software+engineering","","","Software Engineering","Architecture",""
"Object-Oriented Design Heuristics","1996","Arthur J. Riel","0.00","http://ecx.images-amazon.com/images/I/51atIR%2BTL1L._SX386_BO1,204,203,200_.jpg","http://www.amazon.com/Object-Oriented-Design-Heuristics-Arthur-Riel/dp/020163385X/ref=sr_1_1?s=books&ie=UTF8&qid=1457262260&sr=1-1&keywords=Object-Oriented+Design+Heuristics-Addison-Wesley+Professional+-+Arthur+J.+Riel","","","Software Engineering","Architecture",""
"Pattern-Oriented Software Architecture Volume 1: A System of Patterns","1996","Frank Buschmann , Regine Meunier, Hans Rohnert, Peter Sommerlad, Michael Stal","0.00","http://ecx.images-amazon.com/images/I/41zQ9mnTJqL._SX383_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Oriented-Software-Architecture-System-Patterns/dp/0471958697/ref=sr_1_1?s=books&ie=UTF8&qid=1457262346&sr=1-1&keywords=Pattern-Oriented+Software+Architecture+Vol1","","","Software Engineering","Architecture",""
"A UML Pattern Language (Software Engineering)","2000","Paul Evitts","0.00","http://ecx.images-amazon.com/images/I/4143JN8CN6L._SX402_BO1,204,203,200_.jpg","http://www.amazon.com/UML-Pattern-Language-Software-Engineering/dp/157870118X/ref=sr_1_1?s=books&ie=UTF8&qid=1457260710&sr=1-1&keywords=A+UML+Pattern+Language+-+Paul+Evitts","","","Software Engineering","Architecture",""
"Pattern-Oriented Software Architecture Volume 2: Patterns for Concurrent and Networked Objects","2000","Douglas Schmidt, Michael Stal, Hans Rohnert, Frank Buschmann","0.00","http://ecx.images-amazon.com/images/I/41eo%2BX18B9L._SX361_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Oriented-Software-Architecture-Concurrent-Networked/dp/0471606952/ref=sr_1_2?s=books&ie=UTF8&qid=1457262346&sr=1-2&keywords=Pattern-Oriented+Software+Architecture+Vol1","","","Software Engineering","Architecture",""
"Java Enterprise Design Patterns - Patterns In Java","2002","Mark Grand","0.00","http://ecx.images-amazon.com/images/I/51eOWf2xsKL._SX388_BO1,204,203,200_.jpg","http://www.amazon.com/Java-Enterprise-Design-Patterns--Vol/dp/8126503122/ref=sr_1_2?s=books&ie=UTF8&qid=1457262073&sr=1-2&keywords=Java+Enterprise+Design+Patterns+-+Patterns+In+Java+-+Mark+Grand","","","Software Engineering","Architecture",""
"Patterns of Enterprise Application Architecture","2003","Martin Fowler","0.00","http://ecx.images-amazon.com/images/I/51IuDvAU1CL._SX387_BO1,204,203,200_.jpg","http://www.amazon.com/Patterns-Enterprise-Application-Architecture-Martin/dp/0321127420/ref=pd_sim_14_91?ie=UTF8&dpID=51IuDvAU1CL&dpSrc=sims&preST=_AC_UL160_SR124%2C160_&refRID=0NGA6BYQGVZQ5TB8XRPB","","","Software Engineering","Architecture",""
"Beyond Software Architecture: Creating and Sustaining Winning Solutions","2003","Luke Hohmann","0.00","http://ecx.images-amazon.com/images/I/511C6ZEqbPL._SX392_BO1,204,203,200_.jpg","http://www.amazon.com/Beyond-Software-Architecture-Sustaining-Solutions/dp/0201775948/ref=sr_1_1?s=books&ie=UTF8&qid=1457261107&sr=1-1&keywords=Beyond+Software+Architecture","","","Software Engineering","Architecture",""
"Core J2EE Patterns: Best Practices and Design Strategies","2003","Deepak Alur , Dan Malks, John Crupi","0.00","http://ecx.images-amazon.com/images/I/51SdNayXAvL._SX359_BO1,204,203,200_.jpg","http://www.amazon.com/Core-J2EE-Patterns-Practices-Strategies/dp/0131422464/ref=sr_1_1?s=books&ie=UTF8&qid=1457261294&sr=1-1&keywords=Core+J2EE+Patterns+-+Deepak+Alur","","","Software Engineering","Architecture",""
"Enterprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions","2004","Gregor Hohpe , Bobby Woolf","0.00","http://ecx.images-amazon.com/images/I/51eqtvacK7L._SX376_BO1,204,203,200_.jpg","http://www.amazon.com/Enterprise-Integration-Patterns-Designing-Deploying/dp/0321200683/ref=pd_sim_14_7?ie=UTF8&dpID=51eqtvacK7L&dpSrc=sims&preST=_AC_UL160_SR121%2C160_&refRID=0DCS9Q608QHWAKKHDHF7","","","Software Engineering","Architecture",""
"Domain-Driven Design: Tackling Complexity in the Heart of Software","2004","Eric Evans","0.00","http://ecx.images-amazon.com/images/I/51sZW87slRL._SX375_BO1,204,203,200_.jpg","http://www.amazon.com/Domain-Driven-Design-Tackling-Complexity-Software/dp/0321125215/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1456404779&sr=1-1","","","Software Engineering","Architecture",""
"Pattern-Oriented Software Architecture, Patterns for Resource Management: Volume 3 (Wiley Software Patterns Series)","2004","Michael Kircher, Prashant Jain","0.00","http://ecx.images-amazon.com/images/I/51stFZk%2BuPL._SX397_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Oriented-Software-Architecture-Patterns-Management-ebook/dp/B000PY4TZS/ref=sr_1_1?s=books&ie=UTF8&qid=1457262399&sr=1-1&keywords=Pattern-Oriented+Software+Architecture+Vol3","","","Software Engineering","Architecture",""
"Head First Design Patterns","2004","Eric Freeman , Bert Bates , Kathy Sierra, Elisabeth Robson","0.00","http://ecx.images-amazon.com/images/I/61APhXCksuL._SX430_BO1,204,203,200_.jpg","http://www.amazon.com/Head-First-Design-Patterns-Freeman/dp/0596007124/ref=sr_1_1?s=books&ie=UTF8&qid=1457261856&sr=1-1&keywords=Head+First+Design+Patterns+-++Eric+Freeman","","","Software Engineering","Architecture",""
"Applying Domain-Driven Design and Patterns: With Examples in C# and .NET","2006","Jimmy Nilsson","0.00","http://ecx.images-amazon.com/images/I/5117hR3sYcL._SX383_BO1,204,203,200_.jpg","http://www.amazon.com/Applying-Domain-Driven-Design-Patterns-Examples/dp/0321268202/ref=sr_1_1?s=books&ie=UTF8&qid=1457260768&sr=1-1&keywords=Applying+Domain+Driven+Design+and+Patterns+With+Examples+in+C%23+and+.NET+-++Jimmy+Nilsson","","","Software Engineering","Architecture",""
"xUnit Test Patterns: Refactoring Test Code","2007","Gerard Meszaros","0.00","http://ecx.images-amazon.com/images/I/517GxwaFMvL._SX347_BO1,204,203,200_.jpg","http://www.amazon.com/xUnit-Test-Patterns-Refactoring-Code/dp/0131495054/ref=sr_1_1?s=books&ie=UTF8&qid=1457260926&sr=1-1&keywords=xUnit+Test+Patterns+Refactoring+Test+Code+-+Gerard+Meszaros","","","Software Engineering","Architecture",""
"Design Patterns in Ruby","2007","Russ Olsen","0.00","http://ecx.images-amazon.com/images/I/51kExzC-67L._SX377_BO1,204,203,200_.jpg","http://www.amazon.com/Design-Patterns-Ruby-Russ-Olsen/dp/0321490452/ref=sr_1_1?s=books&ie=UTF8&qid=1457261533&sr=1-1&keywords=Design+Patterns+in+Ruby+-+Russ+Olsen","","","Software Engineering","Architecture",""
"Pattern-Oriented Software Architecture Volume 4: A Pattern Language for Distributed Computing","2007","Frank Buschmann , Kevin Henney, Douglas C. Schmidt","0.00","http://ecx.images-amazon.com/images/I/51mSEnlHi0L._SX369_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Oriented-Software-Architecture-Distributed-Computing/dp/0470059028/ref=sr_1_1?s=books&ie=UTF8&qid=1457262462&sr=1-1&keywords=Pattern-Oriented+Software+Architecture+Volume+4","","","Software Engineering","Architecture",""
"Pattern Oriented Software Architecture Volume 5: On Patterns and Pattern Languages","2007","Frank Buschmann, Kevin Henney, Douglas C. Schmidt","0.00","http://ecx.images-amazon.com/images/I/41JtSWnKsxL._SX388_BO1,204,203,200_.jpg","http://www.amazon.com/Pattern-Oriented-Software-Architecture-Languages/dp/0471486485/ref=sr_1_1?s=books&ie=UTF8&qid=1457262458&sr=1-1&keywords=Pattern-Oriented+Software+Architecture+Volume+5","","","Software Engineering","Architecture",""
"RESTful Web Services","2007","Leonard Richardson, Sam Ruby","0.00","http://ecx.images-amazon.com/images/I/51rwSlFnsHL._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/RESTful-Web-Services-Leonard-Richardson/dp/0596529260/ref=sr_1_1?s=books&ie=UTF8&qid=1457263116&sr=1-1&keywords=Restful+Webservices+-+Leonard+Richardson+and+Sam+Ruby","","","Software Engineering","Architecture",""
"RESTful .NET: Build and Consume RESTful Web Services with .NET 3.5 1st Edition","2008","Jon Flanders","0.00","http://ecx.images-amazon.com/images/I/51YnrnaLZML._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/RESTful-NET-Build-Consume-Services/dp/0596519206/ref=sr_1_1?s=books&ie=UTF8&qid=1457263072&sr=1-1&keywords=Restful+.Net+-+Jon+Flanders","","","Software Engineering","Architecture",""
"TCP/IP Architecture, Design and Implementation in Linux","2008","Sameer Seth , M. Ajaykumar Venkatesulu","0.00","http://ecx.images-amazon.com/images/I/4141ZiuuGvL._SX332_BO1,204,203,200_.jpg","http://www.amazon.com/TCP-Architecture-Design-Implementation-Linux/dp/0470147733/ref=sr_1_1?s=books&ie=UTF8&qid=1457265435&sr=1-1&keywords=TcpIp+Architecture+Design+and+Implementation+in+Linux","","","Software Engineering","Architecture",""
"C++ Design Patterns and Derivatives Pricing (Mathematics, Finance and Risk)","2008","M. S. Joshi","0.00","http://ecx.images-amazon.com/images/I/41UweVqsLvL._SX350_BO1,204,203,200_.jpg","http://www.amazon.com/Patterns-Derivatives-Pricing-Mathematics-Finance/dp/0521721628/ref=sr_1_sc_1?s=books&ie=UTF8&qid=1457261231&sr=1-1-spell&keywords=C%2B%2B+Design+Pattern+and+Deriative+Pricing+-+M.+S.+Joshi","","","Software Engineering","Architecture",""
"97 Things Every Software Architect Should Know: Collective Wisdom from the Experts","2009","Richard Monson-Haefel  (Editor)","0.00","http://ecx.images-amazon.com/images/I/51gNI3-bYBL._SX331_BO1,204,203,200_.jpg","http://www.amazon.com/Things-Every-Software-Architect-Should/dp/059652269X/ref=sr_1_1?s=books&ie=UTF8&qid=1457260557&sr=1-1&keywords=97+Things+Every+Software+Architect+Should+Know","","","Software Engineering","Architecture",""
"Beautiful Architecture: Leading Thinkers Reveal the Hidden Beauty in Software Design","2009","Diomidis Spinellis , Georgios Gousios","0.00","http://ecx.images-amazon.com/images/I/51Fc%2BRq60RL._SX379_BO1,204,203,200_.jpg","http://www.amazon.com/Beautiful-Architecture-Leading-Thinkers-Software/dp/059651798X/ref=sr_1_1?s=books&ie=UTF8&qid=1457261177&sr=1-1&keywords=Beautiful+Architecture+-+Diomidis+Spinellis","","","Software Engineering","Architecture",""
